id_pedido;id_produto;quantidade;preco_unitario;desconto
2145;2;8;775.56;0.17
2145;5;10;958.8;0.22
2146;5;4;927.57;0.08
2146;6;2;903.93;0.26
2146;6;9;711.97;0.05
2146;2;5;573.94;0.28
2146;2;9;489.56;0.12
2147;8;8;479.48;0.08
2147;10;5;957.24;0.25
2148;6;3;543.26;0.22
2148;4;4;591.04;0.29
2148;9;1;333.04;0.05
2148;9;1;232.92;0.13
2149;6;4;889.28;0.03
2149;1;1;112.45;0.11
2149;5;8;77.99;0.01
2150;7;8;790.54;0.09
2150;8;10;800.04;0.2
2150;10;4;566.27;0.21
2150;8;4;504.85;0.18
2150;2;1;147.15;0.02
2151;7;2;146.39;0.1
2151;8;7;328.0;0.27
2151;2;4;660.1;0.27
2151;2;6;600.28;0.17
2151;4;1;99.34;0.27
2152;9;7;374.51;0.09
2152;9;5;463.24;0.05
2153;2;9;642.36;0.23
2153;8;2;862.99;0.01
2154;4;10;708.78;0.06
2154;7;9;885.65;0.12
2154;3;10;560.35;0.09
2155;3;6;566.48;0.16
2156;4;5;993.42;0.23
2156;4;6;913.11;0.29
2157;8;7;70.05;0.21
2157;5;4;930.61;0.18
2157;2;5;345.59;0.17
2158;3;4;439.08;0.03
2158;7;4;685.25;0.11
2159;5;2;506.69;0.07
2159;1;5;276.13;0.28
2160;4;3;461.37;0.28
2160;1;3;731.18;0.14
2161;5;6;794.93;0.08
2161;9;1;89.3;0.19
2161;2;2;602.4;0.17
2161;3;7;467.52;0.1
2162;2;8;419.7;0.03
2162;1;7;650.71;0.11
2162;6;5;611.9;0.12
2162;5;9;331.98;0.11
2163;1;2;974.1;0.1
2163;9;3;484.9;0.08
2163;9;9;667.77;0.11
2163;3;10;704.79;0.07
2163;4;9;367.6;0.22
2164;5;4;518.7;0.04
2164;5;1;695.82;0.24
2164;1;8;472.78;0.12
2164;3;4;108.44;0.09
2165;3;8;14.17;0.05
2165;7;4;282.94;0.28
2165;8;6;415.99;0.18
2166;6;3;309.76;0.21
2166;7;9;207.75;0.09
2167;3;3;163.66;0.08
2167;9;4;438.88;0.29
2167;9;4;992.41;0.19
2167;2;7;190.77;0.18
2168;4;8;139.36;0.09
2168;10;9;317.96;0.06
2169;10;7;42.27;0.28
2170;7;6;233.1;0.29
2170;2;9;964.93;0.3
2170;7;4;649.63;0.01
2170;7;10;612.33;0.18
2170;7;1;180.56;0.22
2171;10;5;148.35;0.02
2171;1;7;826.43;0.15
2171;3;7;280.31;0.03
2171;8;2;681.25;0.2
2172;3;6;966.32;0.28
2172;4;4;441.44;0.22
2173;7;8;740.26;0.09
2174;4;2;958.43;0.3
2174;10;2;436.3;0.19
2174;2;6;412.3;0.02
2174;7;6;114.6;0.02
2174;2;4;794.47;0.02
2175;7;3;614.37;0.06
2175;4;5;688.6;0.24
2175;7;1;52.04;0.0
2175;1;1;766.9;0.02
2175;8;8;775.73;0.22
2176;5;5;76.9;0.3
2177;9;7;512.85;0.22
2177;3;2;262.82;0.11
2177;4;2;950.92;0.09
2177;10;10;420.87;0.23
2178;3;7;316.74;0.19
2178;1;3;981.56;0.04
2178;7;7;447.11;0.17
2178;4;8;166.22;0.21
2179;1;8;264.78;0.02
2179;1;7;397.59;0.02
2180;7;10;492.4;0.24
2180;10;10;520.18;0.12
2180;10;9;978.46;0.17
2181;1;5;824.04;0.21
2181;8;3;229.28;0.24
2182;4;2;833.47;0.11
2182;7;2;286.37;0.25
2183;10;3;492.03;0.04
2183;6;8;776.83;0.02
2184;7;2;132.43;0.17
2185;8;5;467.52;0.08
2185;3;10;736.31;0.27
2185;5;3;206.51;0.1
2185;9;5;567.34;0.23
2185;5;4;579.79;0.22
2186;6;7;24.23;0.22
2186;9;5;434.5;0.17
2186;2;3;961.27;0.1
2186;5;9;295.03;0.12
2186;3;3;167.46;0.15
2187;2;3;816.97;0.12
2187;8;5;915.94;0.24
2187;8;8;914.31;0.05
2188;1;7;201.62;0.0
2188;7;10;651.9;0.29
2188;3;3;965.71;0.2
2188;1;2;29.61;0.3
2189;10;2;131.99;0.19
2189;3;1;360.23;0.07
2190;5;4;335.32;0.2
2191;4;4;477.6;0.03
2192;5;3;728.13;0.06
2192;10;9;880.6;0.05
2193;5;10;877.42;0.15
2194;2;10;20.17;0.29
2195;10;7;691.19;0.18
2195;2;2;240.82;0.13
2196;7;6;91.64;0.01
2196;5;6;466.1;0.29
2196;6;4;292.62;0.22
2197;8;7;631.83;0.28
2198;9;3;500.75;0.12
2198;1;1;468.61;0.3
2198;8;10;764.48;0.19
2198;7;9;434.81;0.17
2198;10;2;515.49;0.15
2199;10;10;783.99;0.24
2199;8;8;897.38;0.16
2199;5;2;580.98;0.1
2199;10;9;766.94;0.1
2199;10;1;601.49;0.24
2200;2;10;817.32;0.3
2200;7;9;703.82;0.11
2200;7;3;659.52;0.24
2200;5;9;202.08;0.14
2200;6;2;366.76;0.15
2201;10;3;60.58;0.02
2201;8;2;328.19;0.17
2202;7;10;599.51;0.0
2202;1;4;983.66;0.2
2202;4;1;768.59;0.03
2202;3;1;509.76;0.04
2202;10;7;994.93;0.12
2203;7;10;610.6;0.2
2203;6;4;186.8;0.14
2203;6;2;393.65;0.18
2203;1;3;173.33;0.03
2204;6;4;839.9;0.07
2205;3;8;803.59;0.11
2205;6;4;62.62;0.19
2205;5;4;688.73;0.13
2206;9;9;666.99;0.12
2206;1;1;402.94;0.11
2206;5;10;24.48;0.1
2206;2;6;188.05;0.07
2206;3;5;319.53;0.16
2207;5;7;527.82;0.12
2207;6;7;696.19;0.22
2208;9;10;994.19;0.02
2208;8;5;519.81;0.3
2208;7;4;641.31;0.2
2209;3;10;358.05;0.28
2209;2;8;364.21;0.1
2210;9;2;846.6;0.23
2210;1;7;324.51;0.04
2210;8;3;685.26;0.23
2211;7;9;491.54;0.08
2211;4;2;456.68;0.23
2211;7;2;927.55;0.21
2212;10;3;603.14;0.01
2213;9;9;995.52;0.11
2213;10;3;361.66;0.3
2213;10;9;574.73;0.11
2214;3;5;691.57;0.06
2214;7;6;473.46;0.11
2214;8;5;454.23;0.01
2214;10;8;787.0;0.25
2215;8;10;636.24;0.24
2215;3;5;39.67;0.07
2215;7;7;351.48;0.21
2215;1;6;418.11;0.01
2216;9;10;975.08;0.08
2216;7;3;559.72;0.19
2216;9;6;823.18;0.3
2216;8;7;358.85;0.23
2217;1;4;82.13;0.07
2217;2;9;80.02;0.07
2218;8;2;428.8;0.03
2219;7;9;786.75;0.17
2219;6;10;778.37;0.05
2220;2;3;419.2;0.05
2220;2;8;237.48;0.08
2220;9;7;420.29;0.11
2220;9;5;854.07;0.03
2220;10;6;316.85;0.22
2221;9;6;71.02;0.19
2221;8;9;928.98;0.11
2221;4;8;192.78;0.1
2221;4;10;973.27;0.3
2222;7;4;969.71;0.01
2223;8;10;62.15;0.15
2223;3;2;555.84;0.27
2223;8;9;896.42;0.05
2223;8;5;339.2;0.06
2224;6;7;455.87;0.16
2225;10;8;972.89;0.03
2225;4;7;568.48;0.27
2226;7;6;376.26;0.07
2226;2;5;648.39;0.02
2227;10;2;160.57;0.08
2227;3;9;481.86;0.04
2227;9;2;774.74;0.16
2227;8;4;302.7;0.1
2228;2;2;132.19;0.0
2228;10;10;116.82;0.07
2228;7;6;691.35;0.19
2229;4;7;134.83;0.26
2230;7;3;810.44;0.25
2230;10;3;963.27;0.21
2230;6;5;650.83;0.12
2230;10;6;969.83;0.03
2230;10;9;266.02;0.3
2231;8;10;903.71;0.04
2231;2;2;541.32;0.13
2231;9;2;431.6;0.25
2232;10;3;315.5;0.0
2232;2;10;78.96;0.17
2233;10;6;808.81;0.22
2234;7;7;612.68;0.08
2234;7;1;49.67;0.1
2234;6;4;512.4;0.26
2235;2;4;502.77;0.14
2235;7;5;223.29;0.12
2235;4;10;103.88;0.25
2235;7;10;158.89;0.06
2235;8;5;590.34;0.23
2236;8;10;915.96;0.11
2236;10;1;668.37;0.02
2236;8;9;181.54;0.1
2237;3;10;708.32;0.0
2237;9;2;687.26;0.03
2237;1;9;374.25;0.22
2237;2;10;778.26;0.14
2237;1;5;308.4;0.09
2238;4;8;571.89;0.16
2238;5;2;160.77;0.04
2239;10;9;994.9;0.26
2240;3;1;397.24;0.17
2240;9;4;158.58;0.02
2241;7;1;508.17;0.1
2242;8;8;826.1;0.22
2242;4;2;239.55;0.28
2242;3;10;190.68;0.19
2243;5;7;762.57;0.26
2243;4;6;523.37;0.12
2244;1;4;294.77;0.0
2245;5;2;926.63;0.08
2245;3;5;740.72;0.23
2245;3;6;835.31;0.05
2245;7;3;410.24;0.09
2245;1;1;706.32;0.21
2246;8;10;439.75;0.28
2247;2;7;237.22;0.03
2247;4;7;477.3;0.22
2248;2;5;302.81;0.04
2248;8;1;654.79;0.26
2249;8;2;374.43;0.23
2249;9;3;334.65;0.11
2249;7;5;298.5;0.04
2250;3;6;628.31;0.2
2250;9;3;391.21;0.09
2250;1;1;473.2;0.07
2250;8;3;722.03;0.15
2250;9;1;391.09;0.16
2251;2;1;244.64;0.06
2252;2;2;162.63;0.11
2252;3;1;432.59;0.13
2253;7;1;705.6;0.29
2254;8;2;119.17;0.22
2254;4;4;507.48;0.16
2254;1;5;21.44;0.26
2254;9;7;49.12;0.23
2255;8;1;55.14;0.04
2255;3;1;427.52;0.01
2255;5;5;486.98;0.19
2255;3;9;551.01;0.12
2255;5;8;63.2;0.27
2256;1;9;636.2;0.2
2256;10;5;497.39;0.1
2256;9;10;592.88;0.22
2256;3;10;806.81;0.18
2256;3;6;828.7;0.28
2257;6;1;391.69;0.19
2257;7;5;461.59;0.24
2257;2;6;116.64;0.27
2257;1;2;581.0;0.23
2258;3;10;565.94;0.1
2258;8;9;467.76;0.23
2258;8;10;752.57;0.07
2258;9;8;876.01;0.06
2258;3;4;918.61;0.21
2259;5;4;243.71;0.26
2259;5;7;614.56;0.18
2259;3;2;145.61;0.02
2259;2;10;123.19;0.24
2260;6;7;914.1;0.25
2261;4;5;338.65;0.23
2261;10;1;88.37;0.14
2261;3;8;741.77;0.06
2261;7;6;911.7;0.07
2262;5;5;431.49;0.28
2262;8;4;104.81;0.04
2262;6;5;26.84;0.08
2263;1;9;424.05;0.05
2263;5;7;323.35;0.16
2263;5;7;424.91;0.2
2263;5;4;508.76;0.27
2264;5;9;106.41;0.11
2265;10;4;679.42;0.03
2265;4;10;328.8;0.16
2265;4;2;372.29;0.27
2265;10;3;452.75;0.12
2265;6;1;731.2;0.08
2266;3;9;396.39;0.29
2266;9;10;797.49;0.1
2266;4;2;30.57;0.1
2267;4;1;880.69;0.21
2267;4;4;958.16;0.08
2267;7;4;188.97;0.04
2267;10;3;692.09;0.29
2268;8;9;225.85;0.02
2269;10;2;39.73;0.26
2269;6;8;795.76;0.17
2269;10;2;178.71;0.01
2270;5;3;895.95;0.09
2270;3;7;10.21;0.08
2270;4;8;557.26;0.03
2271;3;8;782.08;0.14
2271;6;7;942.22;0.22
2271;5;5;755.99;0.29
2272;2;2;543.55;0.06
2272;7;4;631.81;0.13
2272;1;9;880.23;0.01
2272;2;8;602.88;0.09
2273;4;1;956.28;0.11
2274;1;6;538.91;0.02
2275;9;10;387.6;0.02
2276;8;2;227.14;0.06
2276;8;1;703.0;0.26
2277;4;3;234.65;0.0
2277;8;9;313.5;0.02
2277;5;9;164.68;0.22
2277;8;1;106.86;0.06
2277;2;1;490.69;0.26
2278;1;3;700.6;0.16
2279;9;8;476.67;0.01
2279;4;9;942.28;0.05
2280;4;10;645.03;0.14
2280;7;10;224.99;0.22
2281;9;6;62.89;0.08
2281;1;10;738.89;0.04
2281;5;10;813.67;0.01
2282;2;3;448.42;0.29
2282;9;6;81.15;0.15
2282;2;2;908.86;0.2
2282;4;1;514.62;0.12
2282;1;6;664.38;0.3
2283;9;3;854.94;0.22
2283;7;1;250.12;0.04
2283;2;4;408.63;0.2
2284;5;8;692.55;0.14
2284;1;3;343.65;0.06
2284;5;4;196.6;0.18
2284;7;6;897.11;0.1
2284;9;7;954.48;0.09
2285;1;1;858.43;0.29
2285;7;5;370.54;0.3
2285;4;10;160.83;0.02
2286;4;5;372.89;0.05
2286;9;7;981.37;0.08
2286;3;3;810.61;0.17
2286;5;4;602.4;0.22
2287;4;1;806.52;0.09
2287;10;4;280.02;0.2
2287;5;6;514.76;0.09
2287;1;4;915.99;0.27
2287;9;10;491.26;0.05
2288;7;7;64.99;0.28
2288;2;2;282.47;0.17
2289;3;10;672.95;0.25
2289;5;7;167.82;0.12
2290;4;10;973.13;0.21
2290;4;7;641.58;0.03
2290;4;5;28.15;0.01
2290;5;1;845.18;0.09
2290;2;9;785.67;0.15
2291;8;6;555.62;0.25
2291;9;10;104.36;0.26
2291;10;5;612.26;0.1
2292;6;1;460.88;0.2
2292;10;4;819.08;0.13
2292;8;3;430.68;0.3
2292;3;5;701.4;0.09
2293;10;8;193.18;0.26
2293;6;5;740.01;0.21
2293;7;8;324.28;0.17
2293;9;10;484.52;0.06
2294;5;4;828.47;0.07
2295;2;4;257.97;0.06
2295;4;3;154.82;0.03
2295;10;1;335.44;0.03
2295;1;2;399.73;0.23
2295;9;3;855.54;0.05
2296;3;2;106.78;0.17
2296;8;10;961.34;0.26
2296;4;9;891.77;0.26
2296;6;9;990.42;0.16
2297;6;4;53.85;0.14
2297;3;1;654.34;0.29
2297;1;6;436.5;0.08
2298;1;9;268.96;0.25
2298;10;8;625.62;0.27
2298;1;5;581.91;0.01
2299;3;8;657.59;0.06
2299;2;10;250.38;0.05
2300;1;4;892.56;0.17
2300;2;1;660.37;0.2
2300;6;3;937.61;0.11
2300;5;5;966.1;0.1
2301;10;4;709.19;0.05
2301;6;1;730.83;0.29
2301;10;4;863.68;0.01
2301;9;9;453.97;0.15
2302;5;2;22.38;0.26
2302;1;2;470.35;0.25
2302;2;3;499.69;0.03
2303;4;9;671.16;0.29
2303;1;6;899.22;0.16
2304;8;10;682.81;0.26
2304;4;1;571.66;0.26
2304;10;6;586.42;0.29
2304;7;3;107.05;0.14
2305;2;4;421.05;0.27
2305;7;8;554.98;0.05
2305;1;3;73.04;0.29
2306;7;6;528.88;0.1
2306;6;3;515.02;0.01
2307;6;7;942.08;0.18
2307;6;1;668.05;0.11
2308;7;9;171.06;0.23
2308;5;4;706.32;0.05
2308;10;8;290.84;0.06
2309;10;5;554.87;0.28
2309;7;2;129.62;0.08
2310;5;6;552.34;0.03
2310;10;8;116.04;0.14
2311;10;8;534.83;0.18
2312;10;2;14.31;0.01
2312;5;3;190.32;0.25
2313;6;3;980.6;0.22
2313;3;9;555.18;0.07
2313;7;2;175.27;0.27
2313;6;2;513.58;0.0
2314;4;5;929.98;0.03
2314;2;1;673.82;0.28
2315;10;9;110.73;0.09
2315;7;3;492.08;0.02
2315;4;1;481.58;0.27
2315;4;9;533.58;0.12
2316;4;5;288.41;0.11
2316;4;2;364.48;0.17
2316;8;3;443.96;0.11
2317;3;9;781.72;0.09
2317;5;9;635.77;0.24
2318;2;2;44.24;0.11
2318;7;6;427.23;0.17
2318;6;3;323.2;0.11
2319;6;10;756.22;0.18
2319;7;5;828.47;0.24
2319;2;2;994.19;0.01
2319;2;10;828.03;0.25
2319;10;10;428.38;0.28
2320;2;4;561.11;0.05
2320;8;1;228.25;0.05
2321;3;10;767.01;0.15
2321;2;1;444.88;0.25
2321;5;10;32.24;0.03
2322;4;4;820.63;0.04
2322;9;8;825.87;0.27
2322;3;4;293.01;0.25
2322;5;8;916.35;0.05
2322;9;4;656.75;0.03
2323;2;1;573.75;0.12
2323;6;6;340.7;0.05
2323;5;2;325.51;0.26
2323;1;4;632.51;0.02
2324;10;3;339.04;0.02
2324;6;10;518.05;0.08
2324;9;7;384.99;0.28
2324;1;2;49.75;0.23
2325;8;7;177.69;0.29
2325;3;5;696.49;0.16
2325;10;7;292.94;0.02
2325;8;10;455.64;0.09
2326;9;10;250.17;0.11
2326;9;10;465.04;0.29
2326;1;7;93.92;0.02
2326;5;1;83.96;0.25
2327;2;9;66.06;0.05
2327;3;10;55.23;0.06
2327;9;3;50.17;0.29
2327;8;6;860.35;0.11
2328;4;3;698.7;0.01
2329;3;7;147.72;0.2
2329;10;9;508.43;0.23
2329;3;3;741.22;0.01
2330;1;9;979.16;0.09
2330;4;1;753.91;0.04
2330;5;1;70.68;0.02
2330;4;1;103.52;0.25
2330;3;3;881.83;0.24
2331;3;6;529.55;0.04
2331;6;6;849.9;0.19
2331;4;1;595.49;0.24
2331;10;3;555.22;0.22
2331;6;10;261.27;0.26
2332;5;6;106.11;0.02
2332;7;9;277.03;0.04
2333;5;10;546.06;0.22
2333;5;1;15.05;0.16
2333;10;10;926.55;0.01
2334;7;3;528.97;0.14
2335;9;9;819.06;0.16
2336;10;8;777.32;0.28
2336;2;1;525.97;0.15
2336;5;2;963.02;0.27
2337;9;4;850.69;0.12
2337;1;9;612.48;0.11
2337;2;10;480.05;0.08
2337;10;10;692.47;0.23
2338;7;1;967.98;0.11
2338;7;5;370.11;0.15
2338;1;6;414.27;0.05
2338;2;3;882.21;0.17
2339;1;4;813.96;0.02
2339;5;9;597.77;0.12
2339;10;9;643.96;0.11
2340;5;9;914.87;0.18
2340;7;9;824.51;0.01
2340;6;7;221.28;0.11
2340;5;2;249.09;0.1
2340;7;6;289.63;0.07
2341;4;2;210.09;0.08
2341;8;7;760.73;0.14
2341;2;2;288.26;0.26
2341;1;5;758.78;0.24
2342;4;2;319.36;0.15
2342;1;2;550.91;0.28
2343;4;7;350.01;0.03
2344;1;1;923.89;0.05
2344;2;1;909.99;0.2
2344;9;10;360.83;0.1
2344;5;10;348.45;0.2
2345;6;8;755.91;0.22
2345;2;10;987.63;0.17
2345;10;1;396.29;0.07
2345;1;4;328.76;0.13
2345;9;8;131.69;0.12
2346;9;6;738.76;0.23
2346;4;5;896.23;0.2
2346;2;5;323.68;0.2
2346;1;8;987.56;0.21
2347;6;9;146.65;0.19
2347;1;7;885.94;0.06
2347;8;1;253.77;0.14
2347;7;7;209.73;0.1
2348;3;3;266.39;0.18
2349;3;4;82.74;0.22
2349;5;3;532.52;0.05
2350;1;4;767.17;0.1
2350;6;2;896.77;0.05
2351;2;6;717.54;0.09
2351;8;10;811.45;0.07
2351;7;8;981.98;0.25
2351;4;9;397.84;0.13
2351;5;5;75.64;0.05
2352;5;1;701.73;0.21
2352;4;3;404.05;0.28
2352;6;10;291.45;0.25
2353;10;8;774.38;0.0
2353;9;8;479.55;0.13
2353;10;1;101.23;0.1
2354;3;3;190.56;0.09
2354;5;1;63.17;0.22
2354;10;2;88.45;0.24
2355;1;4;66.84;0.08
2355;5;9;127.88;0.04
2355;6;2;487.5;0.25
2355;4;6;986.51;0.17
2355;9;6;491.43;0.05
2356;10;1;549.24;0.26
2356;6;9;394.7;0.12
2356;5;2;573.28;0.09
2356;8;10;740.4;0.04
2357;2;1;169.56;0.09
2357;10;7;990.51;0.18
2358;3;5;179.11;0.26
2358;3;4;419.13;0.12
2359;9;1;458.72;0.11
2359;3;3;495.63;0.16
2359;8;6;465.91;0.01
2359;10;8;775.08;0.09
2360;5;4;38.19;0.25
2360;9;4;795.09;0.09
2361;5;9;395.59;0.24
2361;9;8;407.02;0.28
2362;8;4;357.25;0.04
2362;2;3;356.4;0.03
2362;10;6;481.36;0.14
2363;8;8;386.44;0.08
2363;7;1;227.99;0.12
2363;4;1;762.86;0.1
2364;3;2;733.16;0.15
2365;3;9;254.29;0.07
2366;6;1;110.08;0.19
2366;9;5;491.12;0.18
2367;4;10;717.82;0.17
2367;3;10;665.37;0.07
2367;4;2;954.64;0.27
2368;10;1;213.62;0.27
2369;3;7;48.38;0.15
2370;10;6;787.76;0.17
2370;4;2;173.49;0.27
2370;8;1;484.41;0.21
2371;7;3;872.87;0.23
2372;9;9;835.24;0.04
2372;8;10;953.85;0.27
2372;6;3;969.3;0.2
2372;1;8;630.4;0.17
2373;8;3;924.22;0.1
2373;6;6;38.51;0.16
2373;3;3;289.48;0.02
2373;2;4;323.57;0.29
2374;1;2;566.18;0.28
2374;8;10;566.62;0.16
2374;2;10;703.23;0.27
2375;5;4;55.39;0.03
2375;7;8;590.9;0.23
2375;3;8;136.74;0.13
2376;10;5;228.0;0.03
2377;7;9;502.94;0.13
2377;10;6;467.76;0.23
2378;9;5;465.59;0.09
2378;4;4;387.95;0.0
2378;9;6;368.56;0.02
2378;1;6;660.55;0.14
2378;4;2;752.37;0.1
2379;10;7;731.64;0.25
2379;2;9;942.37;0.06
2379;1;6;127.65;0.25
2379;8;6;753.59;0.17
2380;5;1;368.53;0.02
2380;2;10;314.43;0.29
2380;7;4;509.1;0.1
2380;8;2;403.57;0.29
2381;9;5;489.82;0.24
2381;7;7;770.71;0.27
2381;8;10;443.48;0.09
2382;9;8;79.98;0.06
2382;9;4;772.14;0.05
2383;5;1;473.9;0.1
2383;7;3;543.44;0.28
2383;7;6;411.19;0.04
2384;8;9;793.67;0.13
2385;8;4;822.02;0.12
2385;3;7;202.3;0.09
2386;6;8;18.13;0.12
2387;8;10;711.99;0.13
2387;1;4;595.92;0.06
2387;5;1;988.74;0.23
2387;10;5;775.24;0.28
2388;5;8;439.69;0.21
2388;10;10;123.3;0.27
2388;3;3;866.71;0.09
2389;3;5;311.19;0.21
2389;7;3;145.69;0.11
2389;1;2;853.22;0.17
2390;5;3;951.23;0.14
2390;3;4;579.72;0.25
2390;5;8;989.2;0.03
2390;3;10;274.86;0.15
2390;6;3;433.81;0.28
2391;4;10;284.79;0.19
2391;5;9;539.29;0.29
2392;4;5;683.83;0.24
2392;8;7;518.79;0.12
2392;8;10;182.01;0.14
2392;9;4;844.45;0.03
2393;6;1;96.27;0.2
2393;5;4;635.9;0.05
2393;8;4;474.25;0.22
2393;10;2;890.76;0.13
2393;5;2;314.34;0.13
2394;5;10;771.22;0.07
2394;8;3;935.15;0.05
2394;2;8;112.05;0.04
2394;10;3;231.7;0.1
2394;9;7;139.44;0.3
2395;4;5;152.95;0.07
2395;4;8;70.08;0.27
2395;1;1;912.25;0.19
2396;8;3;460.27;0.19
2396;1;6;531.56;0.28
2397;4;7;172.91;0.26
2397;6;10;617.19;0.16
2397;4;6;235.98;0.12
2398;7;3;411.38;0.1
2398;10;5;750.88;0.08
2399;1;3;371.17;0.13
2399;6;1;120.23;0.03
2399;7;1;107.63;0.11
2399;1;4;800.48;0.14
2399;1;9;231.59;0.24
2400;2;7;196.47;0.01
2401;1;3;796.98;0.28
2401;10;1;100.19;0.15
2401;9;10;208.57;0.11
2401;8;1;75.58;0.11
2402;3;10;777.63;0.28
2402;10;6;709.77;0.16
2402;2;1;520.99;0.1
2402;1;8;327.62;0.04
2402;3;6;594.68;0.2
2403;5;5;594.09;0.23
2403;4;7;838.22;0.0
2403;3;10;126.77;0.27
2404;3;7;16.15;0.09
2404;10;5;314.26;0.29
2404;4;7;136.12;0.1
2404;1;9;821.35;0.18
2405;9;10;462.64;0.01
2405;5;4;961.48;0.27
2405;9;10;339.65;0.29
2405;10;8;587.47;0.15
2405;10;3;779.03;0.23
2406;8;5;129.91;0.29
2406;9;8;712.61;0.23
2407;9;8;758.82;0.25
2407;1;5;571.37;0.27
2407;8;2;781.74;0.01
2408;6;5;790.42;0.25
2408;9;2;121.03;0.14
2408;10;9;29.59;0.27
2408;2;1;571.84;0.19
2408;9;3;164.76;0.13
2409;3;7;633.47;0.19
2409;6;8;244.13;0.15
2410;4;9;297.41;0.1
2410;10;3;874.13;0.28
2411;6;6;261.17;0.14
2411;8;1;919.81;0.02
2412;5;2;849.53;0.06
2412;9;2;100.04;0.05
2412;3;10;406.45;0.24
2412;6;8;155.53;0.21
2413;3;7;376.53;0.3
2413;6;7;668.68;0.15
2413;10;9;146.87;0.05
2414;8;7;146.98;0.29
2414;2;4;206.48;0.01
2415;2;4;606.48;0.16
2415;6;10;571.87;0.25
2415;4;10;978.5;0.05
2415;4;4;616.33;0.02
2415;2;1;874.76;0.11
2416;1;5;84.58;0.11
2416;7;7;512.92;0.04
2417;3;5;58.99;0.25
2417;2;10;87.04;0.05
2417;1;8;805.67;0.25
2418;1;2;81.08;0.29
2418;5;5;492.31;0.03
2418;10;5;315.26;0.14
2418;10;4;555.54;0.08
2419;3;7;619.91;0.0
2419;1;10;398.37;0.07
2420;7;10;468.54;0.08
2420;1;2;420.35;0.19
2420;2;1;347.45;0.08
2420;5;10;243.58;0.05
2420;8;10;48.81;0.27
2421;9;2;356.6;0.28
2421;6;6;224.52;0.06
2421;5;10;14.8;0.05
2422;3;2;135.97;0.12
2422;3;1;925.4;0.21
2423;10;7;811.99;0.09
2423;8;6;960.66;0.08
2423;3;9;131.27;0.07
2423;8;8;342.29;0.07
2424;10;6;168.0;0.19
2425;5;3;440.03;0.09
2425;10;8;156.09;0.28
2425;6;4;544.08;0.17
2425;7;2;78.99;0.13
2425;6;9;559.36;0.24
2426;3;5;133.2;0.27
2426;2;10;661.41;0.21
2427;10;8;732.38;0.15
2427;6;3;105.95;0.1
2428;3;1;452.41;0.2
2429;1;7;663.12;0.15
2429;1;7;854.69;0.24
2429;4;1;84.57;0.26
2430;1;7;210.67;0.18
2431;7;10;459.26;0.06
2431;2;3;819.76;0.24
2431;8;9;331.53;0.21
2432;9;5;646.11;0.25
2432;8;6;109.3;0.12
2433;4;5;270.37;0.03
2434;9;10;831.38;0.11
2434;10;4;468.22;0.21
2435;6;7;776.03;0.0
2436;9;6;667.61;0.06
2436;4;5;440.14;0.05
2437;1;2;65.06;0.04
2437;7;1;873.07;0.28
2438;3;9;231.18;0.12
2438;7;3;583.13;0.15
2439;2;10;685.77;0.25
2439;1;7;714.85;0.12
2439;1;7;278.21;0.12
2439;3;10;979.43;0.16
2440;2;10;405.67;0.03
2441;1;1;118.53;0.25
2441;4;6;76.15;0.09
2441;5;1;995.11;0.17
2441;6;9;398.88;0.04
2442;1;9;183.51;0.03
2442;10;9;996.49;0.13
2443;10;6;173.63;0.25
2443;8;2;982.67;0.25
2443;1;7;810.66;0.22
2443;10;5;674.23;0.12
2443;2;9;392.19;0.02
2444;9;5;660.94;0.01
2444;1;10;164.42;0.27
2444;6;4;320.73;0.15
2445;7;9;717.31;0.28
2446;9;2;985.25;0.18
2447;8;9;247.7;0.07
2447;9;5;277.0;0.21
2447;9;3;477.79;0.09
2448;9;7;219.15;0.27
2448;7;8;209.71;0.07
2448;4;10;749.13;0.11
2448;8;8;919.9;0.29
2449;2;10;675.79;0.23
2449;2;7;848.16;0.15
2449;9;6;214.16;0.0
2450;4;4;929.12;0.23
2450;5;9;90.11;0.14
2450;2;3;728.66;0.23
2450;7;2;445.14;0.23
2450;10;7;567.48;0.01
2451;7;1;771.54;0.18
2451;6;10;761.01;0.13
2452;10;9;541.56;0.26
2452;9;1;611.3;0.2
2452;6;5;960.69;0.02
2453;6;6;421.43;0.05
2453;10;1;823.41;0.14
2453;6;9;450.2;0.26
2454;5;2;858.14;0.15
2454;10;10;475.84;0.28
2455;9;6;737.69;0.09
2456;3;5;990.5;0.23
2456;2;5;763.25;0.28
2456;5;5;782.65;0.23
2456;3;4;982.84;0.27
2456;9;3;961.8;0.12
2457;7;4;998.44;0.19
2457;8;7;55.13;0.13
2457;5;7;267.75;0.12
2458;8;4;102.34;0.14
2458;6;8;821.8;0.13
2458;2;2;518.02;0.06
2459;6;6;554.74;0.07
2460;3;2;791.03;0.21
2460;8;2;896.56;0.04
2460;10;4;653.91;0.02
2460;3;1;726.02;0.1
2460;3;5;844.05;0.02
2461;4;8;749.93;0.16
2461;2;7;540.76;0.19
2462;9;5;59.25;0.01
2462;9;1;773.5;0.09
2463;8;2;488.17;0.12
2463;8;5;345.31;0.24
2463;6;1;208.91;0.03
2463;5;7;820.69;0.24
2464;1;10;453.37;0.26
2464;10;4;654.21;0.03
