id_entrega;id_pedido;data_entrega;transportadora; custo_frete 
1982;2042;24/07/2024;ExpressA; 199.87 
1983;2043;21/03/2024;ExpressA; 49.95 
1984;2044;12/07/2024;ExpressA; 15.34 
1985;2045;14/04/2024;ExpressA; 49.34 
1986;2046;15/04/2024;ExpressA; 2.82 
1987;2047;16/10/2024;ExpressA; 267.23 
1988;2048;19/11/2024;ExpressA; 27.07 
1989;2049;31/07/2024;ExpressA; 31.62 
1990;2050;07/09/2024;ExpressA; 48.71 
1991;2051;22/10/2024;ExpressA; 34.39 
1992;2052;19/07/2024;ExpressA; 381.7 
1993;2053;26/01/2024;ExpressA; 21.9 
1994;2054;27/10/2024;SolidZ; 36.51 
1995;2055;26/03/2024;SolidZ; 29.78 
1996;2056;23/10/2024;SolidZ; 3.43 
1997;2057;29/06/2024;SolidZ; 445.64 
1998;2058;25/10/2024;SolidZ; 44.56 
1999;2059;01/01/2025;SolidZ; 16.48 
2000;2060;24/07/2024;SolidZ; 54.89 
2001;2061;11/02/2024;SolidZ; 34.22 
2002;2062;31/10/2024;SolidZ; 203.4 
2003;2063;25/04/2024;SolidZ; 16.91 
2004;2064;05/12/2024;SolidZ; 48.77 
2005;2065;06/01/2024;SolidZ; 42.93 
2006;2066;18/04/2024;SolidZ; 17.33 
2007;2067;14/11/2024;SolidZ; 322.78 
2008;2068;23/04/2024;SolidZ; 28.79 
2009;2069;17/06/2024;SolidZ; 26.46 
2010;2070;18/09/2024;SolidZ; 38.9 
2011;2071;18/04/2024;SolidZ; 24.4 
2012;2072;11/08/2024;SolidZ; 329.12 
2013;2073;20/09/2024;SolidZ; 45.42 
2014;2074;08/09/2024;SolidZ; 49.67 
2015;2075;17/01/2024;SolidZ; 42.73 
2016;2076;16/07/2024;SolidZ; 41.78 
2017;2077;07/05/2024;SolidZ; 429.91 
2018;2078;25/07/2024;SolidZ; 15.1 
2019;2079;22/05/2024;SolidZ; 46.68 
2020;2080;02/03/2024;SolidZ; 4.81 
2021;2081;11/10/2024;SolidZ; 15.15 
2022;2082;24/02/2024;SolidZ; 321.77 
2023;2083;14/12/2024;SolidZ; 26.58 
2024;2084;12/01/2024;SolidZ; 27.35 
2025;2085;17/05/2024;SolidZ; 47.82 
2026;2086;26/11/2024;SolidZ; 9.12 
2027;2087;26/05/2024;SolidZ; 491.13 
2028;2088;08/10/2024;SolidZ; 22.15 
2029;2089;17/05/2024;SolidZ; 47.52 
2030;2090;28/10/2024;SolidZ; 23.36 
2031;2091;11/08/2024;SolidZ; 27.26 
2032;2092;05/12/2024;SolidZ; 227.9 
2033;2093;29/07/2024;SolidZ; 33.96 
2034;2094;25/12/2024;ExpressA; 9.59 
2035;2095;05/05/2024;ExpressA; 24.4 
2036;2096;25/04/2024;ExpressA; 3.5 
2037;2097;07/06/2024;ExpressA; 301.06 
2038;2098;27/09/2024;ExpressA; 48.15 
2039;2099;20/01/2024;ExpressA; 2.77 
2040;2100;25/09/2024;ExpressA; 39.78 
2041;2101;16/12/2024;ExpressA; 34.98 
2042;2102;07/08/2024;ExpressA; 110.49 
2043;2103;17/11/2024;ExpressA; 14.02 
2044;2104;25/08/2024;ExpressA; 10.48 
2045;2105;04/02/2024;ExpressA; 18.27 
2046;2106;12/10/2024;SolidZ; 5.35 
2047;2107;09/02/2024;SolidZ; 188.32 
2048;2108;12/04/2024;SolidZ; 18.76 
2049;2109;31/07/2024;SolidZ; 40.46 
2050;2110;07/10/2024;SolidZ; 48.18 
2051;2111;24/05/2024;SolidZ; 35.94 
2052;2112;26/08/2024;SolidZ; 285.68 
2053;2113;18/08/2024;SolidZ; 16.63 
2054;2114;13/05/2024;SolidZ; 20.84 
2055;2115;07/05/2024;SolidZ; 19.47 
2056;2116;22/02/2024;SolidZ; 26.37 
2057;2117;30/03/2024;SolidZ; 469.3 
2058;2119;05/04/2024;SolidZ; 23.21 
2059;2120;09/07/2024;SolidZ; 32.93 
2060;2121;12/09/2024;SolidZ; 50.77 
2061;2122;15/03/2024;ExpressA; 11.74 
2062;2124;09/10/2024;ExpressA; 443.16 
2063;2125;21/01/2024;ExpressA; 4.47 
2064;2126;12/06/2024;ExpressA; 30.47 
2065;2127;27/05/2024;ExpressA; 51.71 
2066;2128;10/11/2024;ExpressA; 41.51 
2067;2129;12/09/2024;ExpressA; 11.28 
2068;2130;08/06/2024;ExpressA; 18.8 
2069;2131;16/12/2024;ExpressA; 13.23 
2070;2132;19/02/2024;ExpressA; 34.34 
2071;2133;27/06/2024;ExpressA; 28.64 
2072;2134;22/11/2024;ExpressA; 499.89 
2073;2135;07/03/2024;SolidZ; 25.88 
2074;2136;16/10/2024;SolidZ; 27.8 
2075;2137;22/02/2024;SolidZ; 25.21 
2076;2138;04/01/2024;SolidZ; 7.03 
2077;2139;30/04/2024;SolidZ; 155.15 
2078;2140;06/12/2024;SolidZ; 12.73 
2079;2141;15/06/2024;SolidZ; 40.16 
2080;2142;10/08/2024;SolidZ; 33.02 
2081;2143;25/12/2024;SolidZ; 13.65 
2082;2144;05/06/2024;SolidZ; 247.1 
2083;2145;21/09/2024;SolidZ; 11.33 
2084;2146;21/06/2024;SolidZ; 9.66 
2085;2147;25/01/2024;SolidZ; 51.68 
2086;2148;02/03/2024;SolidZ; 42.54 
2087;2149;24/12/2024;SolidZ; 44.61 
2088;2150;16/11/2024;SolidZ; 38.36 
2089;2151;15/05/2024;SolidZ; 22.94 
2090;2152;25/01/2024;SolidZ; 23.7 
2091;2153;22/10/2024;SolidZ; 31.16 
2092;2154;14/02/2024;SolidZ; 136.8 
2093;2155;29/06/2024;SolidZ; 1.52 
2094;2156;22/12/2024;ExpressA; 11.09 
2095;2157;26/12/2024;ExpressA; 11.58 
2096;2158;03/03/2024;ExpressA; 1.97 
2097;2159;31/01/2024;ExpressA; 164.05 
2098;2160;23/12/2024;ExpressA; 23.99 
2099;2161;02/01/2025;ExpressA; 36.92 
2100;2162;05/04/2024;ExpressA; 19.94 
2101;2163;24/09/2024;ExpressA; 9.12 
2102;2164;18/10/2024;ExpressA; 119.16 
2103;2165;27/02/2024;ExpressA; 44.61 
2104;2166;01/06/2024;ExpressA; 10.63 
2105;2167;08/08/2024;ExpressA; 52.83 
2106;2168;22/06/2024;SolidZ; 20.37 
2107;2169;08/04/2024;SolidZ; 467.53 
2108;2170;02/05/2024;SolidZ; 20.7 
2109;2171;14/01/2024;SolidZ; 9.3 
2110;2172;05/01/2024;SolidZ; 33.21 
2111;2173;30/12/2024;SolidZ; 26.63 
2112;2174;11/12/2024;SolidZ; 319.57 
2113;2175;09/03/2024;SolidZ; 20.87 
2114;2176;25/05/2024;SolidZ; 2.91 
2115;2177;08/03/2024;SolidZ; 37.83 
2116;2178;22/03/2024;SolidZ; 42.02 
2117;2179;16/04/2024;SolidZ; 478.99 
2118;2180;30/06/2024;SolidZ; 30.05 
2119;2181;08/12/2024;SolidZ; 1.48 
2120;2182;14/04/2024;SolidZ; 6.9 
2121;2183;15/08/2024;SolidZ; 37.6 
2122;2184;29/01/2024;SolidZ; 415.72 
2123;2185;19/01/2024;SolidZ; 47.33 
2124;2186;03/10/2024;ExpressA; 28.41 
2125;2187;30/11/2024;ExpressA; 51.91 
2126;2188;25/10/2024;ExpressA; 37.2 
2127;2189;26/02/2024;ExpressA; 296.76 
2128;2190;14/10/2024;ExpressA; 39.29 
2129;2191;25/04/2024;ExpressA; 6.72 
2130;2192;08/02/2024;ExpressA; 38.57 
2131;2193;20/08/2024;ExpressA; 42.93 
2132;2194;14/06/2024;ExpressA; 85.17 
2133;2195;02/07/2024;ExpressA; 37.33 
2134;2196;24/07/2024;ExpressA; 16.38 
2135;2197;03/01/2025;ExpressA; 49.14 
2136;2198;01/09/2024;SolidZ; 31.51 
2137;2199;26/12/2024;SolidZ; 463.46 
2138;2200;29/11/2024;SolidZ; 35.74 
2139;2201;07/11/2024;SolidZ; 20.81 
2140;2202;30/04/2024;SolidZ; 1.25 
2141;2203;17/09/2024;SolidZ; 35.77 
2142;2204;29/07/2024;SolidZ; 207.19 
2143;2205;08/11/2024;SolidZ; 33.7 
2144;2206;22/10/2024;SolidZ; 5.7 
2145;2207;14/07/2024;SolidZ; 53.52 
2146;2208;09/03/2024;SolidZ; 19.86 
2147;2209;26/04/2024;SolidZ; 460.25 
2148;2210;07/08/2024;SolidZ; 35.5 
2149;2211;09/08/2024;SolidZ; 6.51 
2150;2212;06/08/2024;SolidZ; 35,00 
2151;2213;27/08/2024;SolidZ; 40.99 
2152;2214;24/10/2024;SolidZ; 400.99 
2153;2215;05/04/2024;SolidZ; 21.19 
2154;2216;10/09/2024;SolidZ; 47.78 
2155;2217;25/12/2024;SolidZ; 16.55 
2156;2218;02/08/2024;SolidZ; 17.16 
2157;2219;16/09/2024;ExpressA; 376.11 
2158;2220;13/12/2024;ExpressA; 12.03 
2159;2221;30/08/2024;ExpressA; 26.01 
2160;2222;10/11/2024;ExpressA; 43.89 
2161;2223;03/08/2024;ExpressA; 29.14 
2162;2224;08/04/2024;ExpressA; 81.91 
2163;2225;19/01/2024;ExpressA; 31.67 
2164;2226;02/06/2024;ExpressA; 28.85 
2165;2227;18/01/2024;ExpressA; 33.74 
2166;2228;17/07/2024;ExpressA; 37.25 
2167;2229;20/04/2024;ExpressA; 96.03 
2168;2230;23/01/2024;ExpressA; 37.7 
2169;2231;13/02/2024;SolidZ; 38.17 
2170;2232;07/02/2024;SolidZ; 43.53 
2171;2233;26/11/2024;SolidZ; 22.99 
2172;2234;13/06/2024;SolidZ; 200.79 
2173;2236;31/05/2024;SolidZ; 36.82 
2174;2237;07/01/2024;SolidZ; 25.15 
2175;2238;04/02/2024;SolidZ; 20.7 
2176;2239;24/05/2024;SolidZ; 28.31 
2177;2240;22/10/2024;SolidZ; 419.32 
2178;2241;20/10/2024;SolidZ; 3.54 
2179;2242;28/06/2024;SolidZ; 48.62 
2180;2243;25/06/2024;SolidZ; 6.34 
2181;2244;03/03/2024;SolidZ; 23.25 
2182;2245;18/03/2024;SolidZ; 282.3 
2183;2246;29/03/2024;SolidZ; 7.34 
2184;2247;09/07/2024;ExpressA; 45.82 
2185;2248;09/01/2024;ExpressA; 28.61 
2186;2249;26/03/2024;ExpressA; 6.83 
2187;2250;21/09/2024;ExpressA; 357.25 
2188;2251;15/09/2024;ExpressA; 33.34 
2189;2252;18/02/2024;ExpressA; 48.16 
2190;2253;07/12/2024;ExpressA; 26.83 
2191;2254;06/04/2024;ExpressA; 12.38 
2192;2255;11/08/2024;ExpressA; 34.7 
2193;2256;07/10/2024;ExpressA; 36.79 
2194;2257;04/01/2024;ExpressA; 31.06 
2195;2258;11/05/2024;ExpressA; 58.37 
2196;2259;18/11/2024;SolidZ; 32.18 
2197;2260;07/09/2024;SolidZ; 466.92 
2198;2261;17/08/2024;SolidZ; 49.58 
2199;2262;25/11/2024;SolidZ; 21.71 
2200;2263;10/05/2024;SolidZ; 9.53 
2201;2264;17/08/2024;SolidZ; 9.18 
2202;2265;26/06/2024;SolidZ; 162.6 
2203;2266;21/11/2024;SolidZ; 25.69 
2204;2267;06/11/2024;SolidZ; 6.56 
2205;2268;02/02/2024;SolidZ; 18.52 
2206;2269;07/03/2024;SolidZ; 14.16 
2207;2270;27/07/2024;SolidZ; 7.02 
2208;2271;10/04/2024;SolidZ; 18.03 
2209;2272;17/11/2024;ExpressA; 6.25 
2210;2273;01/02/2024;ExpressA; 26.12 
2211;2274;12/07/2024;ExpressA; 9.21 
2212;2275;06/03/2024;ExpressA; 411.95 
2213;2276;31/10/2024;ExpressA; 4.49 
2214;2277;23/08/2024;ExpressA; 43.35 
2215;2278;07/10/2024;ExpressA; 35.08 
2216;2279;20/07/2024;ExpressA; 20.88 
2217;2280;17/12/2024;ExpressA; 277.12 
2218;2281;13/08/2024;ExpressA; 19.12 
2219;2282;26/03/2024;ExpressA; 6.82 
2220;2283;15/02/2024;ExpressA; 46.09 
2221;2284;31/03/2024;SolidZ; 41.79 
2222;2285;05/07/2024;SolidZ; 475.28 
2223;2286;10/07/2024;SolidZ; 33.7 
2224;2287;02/09/2024;SolidZ; 20.81 
2225;2288;17/02/2024;SolidZ; 29.01 
2226;2289;14/09/2024;SolidZ; 29.72 
2227;2290;20/12/2024;SolidZ; 412.42 
2228;2291;01/03/2024;SolidZ; 19.04 
2229;2292;16/04/2024;SolidZ; 45.88 
2230;2293;03/12/2024;SolidZ; 19.86 
2231;2294;17/01/2024;SolidZ; 24.1 
2232;2295;27/10/2024;SolidZ; 480.87 
2233;2296;19/03/2024;SolidZ; 46.94 
2234;2297;18/08/2024;SolidZ; 34.94 
2235;2298;18/06/2024;SolidZ; 19.88 
2236;2299;06/03/2024;SolidZ; 10.21 
2237;2300;03/02/2024;SolidZ; 44.67 
2238;2301;06/04/2024;SolidZ; 35.58 
2239;2302;01/03/2024;SolidZ; 25.42 
2240;2303;13/04/2024;ExpressA; 34.59 
2241;2304;09/11/2024;ExpressA; 21.5 
2242;2305;14/05/2024;ExpressA; 244.06 
2243;2306;07/08/2024;ExpressA; 28.78 
2244;2307;07/03/2024;ExpressA; 45.76 
2245;2308;28/06/2024;ExpressA; 2.34 
2246;2309;04/09/2024;ExpressA; 36.16 
2247;2310;23/10/2024;ExpressA; 198.31 
2248;2311;22/08/2024;ExpressA; 37.37 
2249;2312;12/05/2024;ExpressA; 47.45 
2250;2313;22/04/2024;ExpressA; 18.79 
2251;2314;26/02/2024;ExpressA; 4.44 
2252;2315;16/10/2024;SolidZ; 119.99 
2253;2316;28/08/2024;SolidZ; 11.49 
2254;2317;28/08/2024;SolidZ; 37.22 
2255;2318;24/10/2024;SolidZ; 4.27 
2256;2320;28/03/2024;SolidZ; 31.35 
2257;2321;17/08/2024;SolidZ; 280.58 
2258;2322;31/10/2024;SolidZ; 21.18 
2259;2323;03/11/2024;SolidZ; 28.98 
2260;2324;16/10/2024;SolidZ; 44.27 
2261;2325;28/07/2024;SolidZ; 5.06 
2262;2326;22/12/2024;SolidZ; 278.88 
2263;2327;03/10/2024;SolidZ; 41.31 
2264;2328;10/03/2024;SolidZ; 18.44 
2265;2329;09/08/2024;SolidZ; 45.92 
2266;2330;19/08/2024;ExpressA; 38.11 
2267;2331;19/10/2024;ExpressA; 411.36 
2268;2332;02/11/2024;ExpressA; 32.69 
2269;2333;28/12/2024;ExpressA; 36.01 
2270;2334;15/12/2024;ExpressA; 47.39 
2271;2335;14/09/2024;ExpressA; 33.14 
2272;2336;21/05/2024;ExpressA; 228.58 
2273;2337;11/03/2024;ExpressA; 8.38 
2274;2338;30/03/2024;ExpressA; 15.83 
2275;2339;27/12/2024;ExpressA; 12.91 
2276;2340;15/05/2024;ExpressA; 16.55 
2277;2341;24/05/2024;ExpressA; 247.22 
2278;2342;05/12/2024;SolidZ; 47.97 
2279;2343;08/07/2024;SolidZ; 47.99 
2280;2344;11/01/2024;SolidZ; 46.31 
2281;2345;29/05/2024;SolidZ; 44.12 
2282;2346;19/10/2024;SolidZ; 499.02 
2283;2347;06/12/2024;SolidZ; 44.32 
2284;2348;07/02/2024;ExpressA; 4.44 
2285;2349;12/12/2024;ExpressA; 25.91 
2286;2350;27/07/2024;ExpressA; 24.25 
2287;2351;31/07/2024;ExpressA; 66.42 
2288;2352;01/01/2024;ExpressA; 40.53 
2289;2353;27/12/2024;ExpressA; 7.86 
2290;2354;06/03/2024;ExpressA; 23.37 
2291;2355;04/01/2024;ExpressA; 3.52 
2292;2356;30/08/2024;ExpressA; 264.67 
2293;2357;13/11/2024;ExpressA; 30.05 
2294;2358;26/01/2024;ExpressA; 36.89 
2295;2359;15/12/2024;ExpressA; 20.76 
2296;2360;19/02/2024;ExpressA; 26.76 
2297;2361;15/12/2024;ExpressA; 368.4 
2298;2362;29/08/2024;ExpressA; 38.22 
2299;2363;04/02/2024;ExpressA; 15.43 
2300;2364;02/02/2024;ExpressA; 4.62 
2301;2365;20/07/2024;ExpressA; 2.13 
2302;2366;22/08/2024;ExpressA; 385.19 
2303;2367;29/01/2024;ExpressA; 19.58 
2304;2368;11/02/2024;ExpressA; 7.13 
2305;2369;03/03/2024;ExpressA; 11.56 
2306;2370;11/02/2024;ExpressA; 34.58 
2307;2371;12/05/2024;SolidZ; 301.46 
2308;2372;20/12/2024;SolidZ; 25.32 
2309;2373;21/12/2024;SolidZ; 31.34 
2310;2374;17/07/2024;SolidZ; 8.77 
2311;2375;16/10/2024;SolidZ; 14.66 
2312;2376;30/05/2024;SolidZ; 190.16 
2313;2377;24/07/2024;SolidZ; 16.07 
2314;2378;01/07/2024;SolidZ; 43.29 
2315;2379;28/07/2024;SolidZ; 35.14 
2316;2380;26/05/2024;SolidZ; 32.94 
2317;2381;24/07/2024;SolidZ; 122.17 
2318;2382;18/02/2024;SolidZ; 13.57 
2319;2383;17/09/2024;SolidZ; 11.65 
2320;2384;18/05/2024;SolidZ; 41.47 
2321;2386;12/04/2024;SolidZ; 18.5 
2322;2387;06/07/2024;SolidZ; 356.02 
2323;2388;13/11/2024;SolidZ; 48.6 
2324;2389;20/10/2024;SolidZ; 8.51 
2325;2390;30/12/2024;SolidZ; 4.32 
2326;2391;22/01/2024;SolidZ; 9.13 
2327;2392;27/10/2024;SolidZ; 368.81 
2328;2393;10/01/2024;SolidZ; 10.13 
2329;2394;07/07/2024;SolidZ; 29.43 
2330;2395;13/05/2024;ExpressA; 35.66 
2331;2396;05/02/2024;ExpressA; 13.57 
2332;2397;09/03/2024;ExpressA; 39.02 
2333;2398;22/03/2024;ExpressA; 27.01 
2334;2399;10/07/2024;ExpressA; 54.58 
2335;2400;13/04/2024;ExpressA; 6.49 
2336;2401;11/10/2024;ExpressA; 23.98 
2337;2402;10/08/2024;ExpressA; 26.23 
2338;2403;23/02/2024;ExpressA; 3.79 
2339;2404;11/06/2024;ExpressA; 27.89 
2340;2405;11/02/2024;ExpressA; 23.84 
2341;2406;18/02/2024;ExpressA; 4.27 
2342;2407;08/06/2024;SolidZ; 27.01 
2343;2408;05/07/2024;SolidZ; 54.58 
2344;2409;02/09/2024;SolidZ; 6.49 
2345;2410;13/01/2024;SolidZ; 23.98 
2346;2411;03/06/2024;SolidZ; 26.23 
2347;2412;10/08/2024;SolidZ; 3.79 
2348;2413;03/06/2024;SolidZ; 27.89 
2349;2414;06/12/2024;SolidZ; 35.62 
2350;2415;31/12/2024;SolidZ; 13.25 
2351;2416;12/10/2024;SolidZ; 27.01 
2352;2417;05/07/2024;SolidZ; 54.58 
2353;2418;04/03/2024;SolidZ; 6.49 
2354;2419;28/05/2024;SolidZ; 23.98 
2355;2420;26/05/2024;SolidZ; 26.23 
2356;2422;26/10/2024;ExpressA; 3.79 
2357;2423;04/04/2024;ExpressA; 27.89 
2358;2424;13/10/2024;ExpressA; 23.84 
2359;2425;01/05/2024;ExpressA; 4.27 
2360;2426;29/01/2024;ExpressA; 27.01 
2361;2427;01/02/2024;ExpressA; 54.58 
2362;2428;26/12/2024;ExpressA; 6.49 
2363;2429;03/01/2025;ExpressA; 23.98 
2364;2430;14/10/2024;ExpressA; 26.23 
2365;2431;19/05/2024;ExpressA; 3.79 
2366;2432;21/02/2024;ExpressA; 27.89 
2367;2433;21/10/2024;ExpressA; 27.01 
2368;2434;21/08/2024;ExpressA; 54.58 
2369;2435;26/02/2024;ExpressA; 6.49 
2370;2436;19/10/2024;ExpressA; 23.98 
2371;2437;30/08/2024;ExpressA; 26.23 
2372;2438;07/11/2024;ExpressA; 3.79 
2373;2439;07/02/2024;ExpressA; 27.01 
2374;2440;30/03/2024;ExpressA; 54.58 
2375;2441;02/08/2024;ExpressA; 6.49 
2376;2442;13/11/2024;ExpressA; 23.98 
2377;2443;01/01/2025;ExpressA; 26.23 
2378;2444;02/09/2024;ExpressA; 27.01 
2379;2445;30/03/2024;ExpressA; 54.58 
2380;2446;27/08/2024;SolidZ; 6.49 
2381;2447;17/11/2024;SolidZ; 23.98 
2382;2448;07/07/2024;SolidZ; 26.23 
2383;2449;29/02/2024;SolidZ; 27.01 
2384;2450;22/04/2024;SolidZ; 54.58 
2385;2451;12/08/2024;SolidZ; 6.49 
2386;2452;11/03/2024;ExpressA; 23.98 
2387;2453;17/08/2024;ExpressA; 26.23 
2388;2454;12/09/2024;ExpressA; 3.79 
2389;2455;30/06/2024;ExpressA; 27.89 
2390;2456;03/07/2024;ExpressA; 23.84 
2391;2458;22/08/2024;ExpressA; 4.27 
2392;2459;02/10/2024;ExpressA; 27.01 
2393;2460;22/08/2024;ExpressA; 54.58 
2394;2461;24/02/2024;ExpressA; 6.49 
2395;2462;16/09/2024;ExpressA; 23.98 
2396;2463;30/03/2024;ExpressA; 27.01 
2397;2464;15/08/2024;ExpressA; 54.58 
2398;2465;04/09/2024;SolidZ; 6.49 
2399;2466;02/06/2024;SolidZ; 23.98 
2400;2467;22/04/2024;ExpressA; 26.23 
2401;2468;27/09/2024;ExpressA; 27.01 
2402;2469;06/06/2024;ExpressA; 54.58 
2403;2470;03/01/2025;ExpressA; 6.49 
2404;2471;12/12/2024;ExpressA; 23.98 
2405;2472;18/12/2024;ExpressA; 26.23 
2406;2473;26/10/2024;ExpressA; 3.79 
2407;2474;10/06/2024;ExpressA; 27.01 
2408;2475;25/11/2024;ExpressA; 54.58 
2409;2476;14/08/2024;ExpressA; 6.49 
2410;2477;15/01/2024;ExpressA; 23.98 
2411;2478;23/12/2024;ExpressA; 27.01 
2412;2479;18/04/2024;SolidZ; 54.58 
2413;2480;07/04/2024;SolidZ; 6.49 
2414;2481;14/07/2024;SolidZ; 27.01 
2415;2482;01/03/2024;SolidZ; 54.58 
2416;2483;17/12/2024;SolidZ; 6.49 
2417;2484;22/10/2024;SolidZ; 23.98 
2418;2485;03/06/2024;SolidZ; 27.01 
2419;2486;07/03/2024;ExpressA; 54.58 
2420;2487;06/06/2024;ExpressA; 6.49 
2421;2488;23/09/2024;ExpressA; 23.98 
2422;2489;01/05/2024;ExpressA; 26.23 
2423;2490;17/10/2024;ExpressA; 3.79 
2424;2491;11/01/2024;ExpressA; 27.89 
2425;2492;03/08/2024;ExpressA; 23.84 
2426;2493;11/06/2024;ExpressA; 4.27 
2427;2494;17/04/2024;ExpressA; 27.01 
2428;2495;26/05/2024;ExpressA; 54.58 
2429;2496;02/07/2024;ExpressA; 6.49 
2430;2497;04/12/2024;ExpressA; 23.98 
2431;2498;09/02/2024;ExpressA; 26.23 
2432;2499;22/03/2024;ExpressA; 3.79 
2433;2500;14/01/2024;ExpressA; 27.89 
2434;2501;05/01/2024;ExpressA; 27.01 
2435;2502;15/02/2024;ExpressA; 54.58 
2436;2503;20/02/2024;ExpressA; 6.49 
2437;2504;19/09/2024;ExpressA; 23.98 
2438;2505;14/05/2024;ExpressA; 26.23 
2439;2506;30/03/2024;ExpressA; 3.79 
2440;2507;27/12/2024;ExpressA; 27.01 
2441;2508;27/02/2024;SolidZ; 54.58 
2442;2509;05/08/2024;SolidZ; 6.49 
2443;2510;03/01/2025;ExpressA; 23.98 
2444;2511;08/03/2024;ExpressA; 26.23 
2445;2512;19/12/2024;ExpressA; 27.01 
2446;2513;14/02/2024;ExpressA; 54.58 
2447;2514;25/05/2024;ExpressA; 6.49 
2448;2515;11/12/2024;ExpressA; 23.98 
2449;2516;13/02/2024;ExpressA; 26.23 
2450;2517;19/05/2024;ExpressA; 27.01 
2451;2518;16/03/2024;ExpressA; 54.58 
2452;2519;23/09/2024;ExpressA; 6.49 
2453;2520;14/07/2024;ExpressA; 23.98 
2454;2521;04/06/2024;ExpressA; 26.23 
2455;2522;05/09/2024;SolidZ; 3.79 
2456;2523;09/11/2024;SolidZ; 27.89 
2457;2524;07/08/2024;SolidZ; 23.84 
2458;2525;10/09/2024;ExpressA; 4.27 
2459;2527;06/10/2024;ExpressA; 27.01 
2460;2528;12/03/2024;ExpressA; 54.58 
2461;2529;10/05/2024;ExpressA; 6.49 
2462;2530;24/12/2024;ExpressA; 23.98 
2463;2531;07/07/2024;ExpressA; 27.01 
2464;2532;13/01/2024;ExpressA; 54.58 
2465;2533;26/11/2024;ExpressA; 6.49 
2466;2534;08/08/2024;ExpressA; 23.98 
2467;2535;09/01/2024;ExpressA; 26.23 
2468;2536;26/08/2024;ExpressA; 27.01 
2469;2537;23/04/2024;ExpressA; 54.58 
2470;2538;16/08/2024;SolidZ; 6.49 
2471;2539;20/01/2024;ExpressA; 23.98 
2472;2540;13/03/2024;ExpressA; 26.23 
2473;2541;14/01/2024;ExpressA; 3.79 
2474;2542;27/03/2024;ExpressA; 27.01 
2475;2543;01/07/2024;ExpressA; 54.58 
2476;2544;01/05/2024;ExpressA; 6.49 
2477;2545;24/07/2024;ExpressA; 23.98 
2478;2546;11/03/2024;ExpressA; 27.01 
2479;2547;20/04/2024;ExpressA; 54.58 
2480;2548;19/07/2024;ExpressA; 6.49 
2481;2549;23/02/2024;ExpressA; 27.01 
2482;2550;07/02/2024;ExpressA; 54.58 
2483;2551;29/04/2024;SolidZ; 6.49 
2484;2552;15/09/2024;SolidZ; 23.98 
2485;2553;22/09/2024;SolidZ; 27.01 
2486;2554;30/10/2024;SolidZ; 54.58 
2487;2555;07/03/2024;SolidZ; 6.49 
2488;2556;11/02/2024;SolidZ; 23.98 
2489;2557;14/02/2024;SolidZ; 26.23 
2490;2558;05/05/2024;SolidZ; 3.79 
2491;2559;29/09/2024;SolidZ; 27.89 
2492;2560;12/12/2024;SolidZ; 23.84 
2493;2561;22/08/2024;SolidZ; 4.27 
2494;2562;12/05/2024;SolidZ; 27.01 
2495;2563;05/01/2024;SolidZ; 54.58 
2496;2564;24/04/2024;SolidZ; 6.49 
2497;2565;03/01/2024;ExpressA; 23.98 
2498;2566;27/11/2024;ExpressA; 26.23 
2499;2567;08/03/2024;ExpressA; 3.79 
2500;2568;04/05/2024;ExpressA; 27.89 
2501;2569;14/09/2024;ExpressA; 27.01 
2502;2570;18/11/2024;ExpressA; 54.58 
2503;2571;25/05/2024;ExpressA; 6.49 
2504;2572;23/11/2024;ExpressA; 23.98 
2505;2573;04/09/2024;ExpressA; 26.23 
2506;2574;26/04/2024;ExpressA; 3.79 
2507;2575;01/11/2024;ExpressA; 27.01 
2508;2576;30/03/2024;ExpressA; 54.58 
2509;2577;24/10/2024;ExpressA; 6.49 
2510;2578;12/02/2024;ExpressA; 23.98 
2511;2579;07/02/2024;ExpressA; 26.23 
2512;2580;10/02/2024;ExpressA; 27.01 
2513;2581;08/12/2024;ExpressA; 54.58 
2514;2582;04/05/2024;ExpressA; 6.49 
2515;2583;29/02/2024;ExpressA; 23.98 
2516;2584;20/10/2024;ExpressA; 26.23 
2517;2585;24/08/2024;ExpressA; 27.01 
2518;2586;06/04/2024;ExpressA; 54.58 
2519;2587;17/11/2024;ExpressA; 6.49 
2520;2588;08/12/2024;ExpressA; 23.98 
2521;2589;13/05/2024;ExpressA; 26.23 
2522;2590;25/06/2024;ExpressA; 3.79 
2523;2591;24/02/2024;ExpressA; 27.89 
2524;2592;07/02/2024;ExpressA; 23.84 
2525;2593;10/12/2024;ExpressA; 4.27 
2526;2594;06/01/2024;ExpressA; 27.01 
2527;2595;03/08/2024;ExpressA; 54.58 
2528;2596;29/04/2024;ExpressA; 6.49 
2529;2597;23/11/2024;ExpressA; 23.98 
2530;2598;28/07/2024;ExpressA; 27.01 
2531;2599;07/08/2024;SolidZ; 54.58 
2532;2600;24/01/2024;SolidZ; 6.49 
2533;2601;09/12/2024;SolidZ; 23.98 
2534;2602;24/07/2024;SolidZ; 26.23 
2535;2603;16/08/2024;SolidZ; 27.01 
2536;2604;05/08/2024;ExpressA; 54.58 
2537;2605;31/07/2024;ExpressA; 6.49 
2538;2606;27/01/2024;ExpressA; 23.98 
2539;2607;11/09/2024;ExpressA; 26.23 
