id_pedido;id_cliente;id_vendedor;data_pedido;valor_total
1761;13;9;25/08/2024;1180.01
1762;43;3;03/09/2024;644.35
1763;45;10;04/01/2024;1274.32
1764;25;3;29/12/2024;4000.97
1765;42;2;14/12/2024;706.09
1766;36;8;15/12/2024;4971.12
1767;27;3;07/11/2024;1669.13
1768;38;6;21/06/2024;4613.74
1769;7;2;11/07/2024;990.66
1770;5;7;03/01/2024;980.09
1771;43;4;04/10/2024;2848.41
1772;45;9;25/02/2024;300.47
1773;31;10;30/09/2024;4014.96
1774;23;9;24/06/2024;2226.1
1775;42;7;25/04/2024;3511.02
1776;10;8;24/03/2024;914.43
1777;32;3;07/06/2024;3229.67
1778;43;5;12/10/2024;2990.65
1779;30;2;20/03/2024;3790.52
1780;39;10;06/03/2024;1522.14
1781;31;7;27/07/2024;4669.17
1782;18;8;10/01/2024;4808.44
1783;36;9;17/07/2024;4347.21
1784;2;7;28/02/2024;2881.57
1785;14;10;21/08/2024;2130.43
1786;13;10;02/11/2024;337.06
1787;29;8;31/08/2024;4738.78
1788;12;9;23/02/2024;4761.32
1789;39;6;02/12/2024;142.51
1790;2;10;09/01/2024;1816.59
1791;32;2;10/04/2024;4406.18
1792;13;2;21/10/2024;450.22
1793;46;4;21/07/2024;1023.0
1794;27;9;01/06/2024;4894.45
1795;49;7;19/04/2024;4244.08
1796;41;2;17/11/2024;4564.71
1797;17;8;22/09/2024;753.66
1798;40;7;31/05/2024;1096.01
1799;31;9;23/03/2024;3046.81
1800;34;8;13/05/2024;2533.6
1801;24;3;21/11/2024;1527.59
1802;45;1;08/06/2024;4425.04
1803;35;2;08/02/2024;4511.87
1804;48;2;24/06/2024;1493.84
1805;6;4;13/01/2024;820.98
1806;19;6;10/11/2024;788.01
1807;30;4;07/03/2024;2447.9
1808;7;9;04/09/2024;707.95
1809;10;4;10/02/2024;2393.03
1810;41;6;02/07/2024;2336.57
1811;32;6;04/02/2024;4426.35
1812;34;10;02/12/2024;1516.24
1813;28;10;16/10/2024;2825.23
1814;15;1;16/03/2024;3730.32
1815;30;8;10/03/2024;2999.78
1816;37;3;21/08/2024;4772.64
1817;29;6;11/01/2024;3031.27
1818;22;3;09/10/2024;4514.22
1819;4;2;30/10/2024;1263.03
1820;20;5;24/01/2024;2825.73
1821;32;1;30/09/2024;2739.36
1822;36;9;27/01/2024;4947.79
1823;50;7;23/02/2024;1062.31
1824;4;3;24/02/2024;747.92
1825;27;4;20/08/2024;3077.78
1826;17;6;03/10/2024;1157.28
1827;12;3;29/04/2024;3213.82
1828;22;7;12/08/2024;4863.82
1829;17;6;27/02/2024;4735.2
1830;10;9;11/09/2024;1193.96
1831;1;5;24/06/2024;895.94
1832;22;4;23/02/2024;2825.66
1833;26;3;25/05/2024;2954.55
1834;18;10;15/09/2024;3328.14
1835;50;1;31/05/2024;3720.38
1836;14;3;18/09/2024;3024.74
1837;47;3;19/01/2024;603.18
1838;29;7;07/12/2024;3961.28
1839;12;7;19/06/2024;443.61
1840;36;1;15/07/2024;148.96
1841;35;3;13/03/2024;3859.81
1842;12;8;29/10/2024;2764.37
1843;7;9;25/03/2024;3508.03
1844;29;7;10/10/2024;1944.6
1845;11;7;28/10/2024;104.91
1846;33;8;11/05/2024;1688.53
1847;6;6;29/04/2024;3060.27
1848;47;3;03/08/2024;1167.23
1849;15;1;15/05/2024;3454.63
1850;32;7;25/04/2024;3982.28
1851;11;1;01/03/2024;2298.62
1852;23;1;17/01/2024;4384.82
1853;26;9;03/02/2024;4281.34
1854;34;10;20/01/2024;4396.39
1855;46;7;26/07/2024;3322.13
1856;34;4;10/06/2024;1558.71
1857;29;6;25/10/2024;2432.19
1858;4;1;10/01/2024;3567.03
1859;17;7;03/04/2024;1092.29
1860;35;6;31/12/2024;3707.28
1861;13;4;16/04/2024;2763.04
1862;41;7;14/04/2024;525.29
1863;39;3;11/03/2024;2808.57
1864;15;1;24/03/2024;380.54
1865;29;4;27/07/2024;120.82
1866;29;3;15/09/2024;4453.66
1867;11;1;26/08/2024;2475.08
1868;32;2;28/10/2024;2739.28
1869;2;5;19/08/2024;1435.69
1870;47;8;08/10/2024;2736.59
1871;14;1;24/07/2024;885.9
1872;20;4;20/09/2024;3740.95
1873;22;4;06/11/2024;4125.58
1874;11;5;12/12/2024;4286.59
1875;27;7;03/07/2024;577.93
1876;3;8;23/04/2024;2810.88
1877;17;6;19/03/2024;4053.32
1878;44;1;22/12/2024;684.67
1879;28;7;07/12/2024;542.64
1880;29;3;27/10/2024;4093.86
1881;21;6;19/02/2024;3993.84
1882;47;8;15/11/2024;2271.03
1883;16;7;04/04/2024;593.07
1884;37;10;14/09/2024;2604.81
1885;20;6;16/12/2024;2004.28
1886;6;9;02/03/2024;2616.81
1887;19;9;21/05/2024;2227.48
1888;5;1;25/11/2024;2864.15
1889;3;1;09/08/2024;3649.29
1890;1;1;21/12/2024;3885.56
1891;38;8;20/04/2024;3262.46
1892;15;10;13/04/2024;1034.76
1893;34;7;15/01/2024;2015.76
1894;35;3;26/09/2024;402.56
1895;49;2;07/06/2024;2285.78
1896;25;4;05/06/2024;4853.18
1897;24;3;27/01/2024;3226.57
1898;12;7;25/03/2024;815.33
1899;18;10;09/01/2024;1379.46
1900;15;8;02/10/2024;369.64
1901;44;6;14/08/2024;952.95
1902;16;3;04/07/2024;2464.82
1903;27;6;19/03/2024;1757.04
1904;8;2;03/08/2024;1059.61
1905;46;7;26/02/2024;775.66
1906;25;10;23/05/2024;3297.55
1907;17;7;21/12/2024;2812.61
1908;29;4;26/11/2024;4221.07
1909;8;8;07/03/2024;957.1
1910;15;4;01/10/2024;4247.53
1911;27;7;14/04/2024;2910.66
1912;46;4;06/07/2024;1367.8
1913;50;5;12/06/2024;1404.09
1914;7;7;23/09/2024;1982.38
1915;3;10;20/02/2024;2327.63
1916;29;3;05/05/2024;458.4
1917;44;10;20/03/2024;4217.9
1918;24;5;01/07/2024;651.63
1919;3;3;05/11/2024;2443.13
1920;20;5;17/01/2024;1945.69
1921;46;3;18/06/2024;2585.82
1922;15;10;06/10/2024;4443.04
1923;25;7;30/10/2024;4945.99
1924;30;1;05/12/2024;150.34
1925;14;9;01/08/2024;1996.54
1926;7;9;16/07/2024;4097.17
1927;17;5;07/01/2024;1666.68
1928;44;9;11/01/2024;3262.73
1929;20;10;12/01/2024;4961.68
1930;36;6;19/04/2024;3251.52
1931;9;5;12/05/2024;600.4
1932;38;3;07/05/2024;4222.51
1933;48;8;27/05/2024;4834.95
1934;22;4;23/02/2024;3576.92
1935;2;10;06/11/2024;2124.39
1936;24;3;19/03/2024;4744.58
1937;8;6;11/12/2024;4844.43
1938;11;8;06/04/2024;4678.83
1939;13;9;05/09/2024;2088.5
1940;17;6;06/05/2024;3959.05
1941;8;5;30/01/2024;3288.19
1942;21;2;24/01/2024;939.55
1943;18;2;19/07/2024;2700.8
1944;30;9;10/05/2024;3751.07
1945;18;2;01/05/2024;4484.77
1946;46;2;21/12/2024;4319.86
1947;47;3;22/11/2024;815.56
1948;31;3;29/05/2024;2465.76
1949;38;4;14/01/2024;2417.43
1950;32;7;30/10/2024;4498.75
1951;11;9;29/01/2024;59.59
1952;45;2;19/02/2024;3706.63
1953;25;4;27/08/2024;3112.28
1954;33;9;09/10/2024;4611.78
1955;38;2;30/11/2024;2311.74
1956;41;10;17/12/2024;3305.48
1957;8;1;04/06/2024;4865.1
1958;11;10;16/05/2024;3732.32
1959;22;8;22/11/2024;383.55
1960;24;9;01/12/2024;879.29
1961;41;7;02/06/2024;4116.18
1962;17;8;21/03/2024;1707.24
1963;12;4;27/03/2024;3544.29
1964;46;4;20/09/2024;3514.13
1965;32;2;14/09/2024;4968.82
1966;15;8;03/07/2024;2375.87
1967;16;2;28/06/2024;3702.27
1968;22;9;04/07/2024;291.33
1969;28;4;02/05/2024;2339.83
1970;20;1;05/04/2024;974.07
1971;33;4;02/04/2024;4210.83
1972;10;3;03/01/2024;4207.55
1973;40;6;02/01/2024;1220.0
1974;32;7;31/10/2024;1625.51
1975;50;8;22/12/2024;3527.27
1976;33;2;27/05/2024;3704.42
1977;2;6;11/10/2024;3305.28
1978;33;6;24/05/2024;4983.64
1979;33;10;25/11/2024;4349.98
1980;41;5;26/12/2024;2114.44
1981;13;10;18/09/2024;1668.53
1982;30;10;02/03/2024;3004.41
1983;33;7;13/08/2024;4097.3
1984;13;3;31/01/2024;2402.95
1985;26;4;08/07/2024;3701.58
1986;22;10;24/09/2024;144.84
1987;39;9;12/01/2024;4632.91
1988;2;4;09/07/2024;3880.48
1989;38;3;25/01/2024;2001.24
1990;39;2;31/03/2024;1950.86
1991;26;5;28/03/2024;559.29
1992;46;4;27/11/2024;4089.96
1993;50;8;30/09/2024;3854.72
1994;15;7;27/10/2024;3169.74
1995;34;6;20/04/2024;552.21
1996;42;2;20/03/2024;1348.59
1997;44;3;19/11/2024;2321.63
1998;49;10;19/05/2024;1366.56
1999;40;9;01/08/2024;2198.17
2000;11;9;18/01/2024;1168.49
2001;3;5;23/02/2024;1780.52
2002;6;3;06/04/2024;3278.87
2003;9;2;09/10/2024;4467.19
2004;6;8;21/08/2024;1955.9
2005;9;6;27/08/2024;3474.95
2006;39;10;29/11/2024;717.23
2007;31;7;09/12/2024;2727.05
2008;32;1;23/02/2024;4612.44
2009;41;1;27/03/2024;188.28
2010;50;10;17/09/2024;1374.41
2011;12;2;23/08/2024;705.84
2012;8;10;02/05/2024;2688.95
2013;8;3;23/02/2024;3414.23
2014;50;1;03/08/2024;336.01
2015;28;5;15/07/2024;397.91
2016;20;3;08/02/2024;4354.66
2017;47;1;30/12/2024;2308.35
2018;7;8;15/08/2024;2341.61
2019;11;6;24/08/2024;4725.67
2020;20;9;11/05/2024;1635.04
2021;16;3;25/11/2024;4490.27
2022;4;9;16/11/2024;4872.56
2023;6;9;16/06/2024;1246.39
2024;22;1;06/02/2024;2594.49
2025;26;3;07/03/2024;2695.06
2026;3;6;20/04/2024;4337.53
2027;41;8;06/08/2024;1554.35
2028;42;4;27/07/2024;4000.31
2029;14;5;27/03/2024;4856.49
2030;11;9;29/10/2024;4209.67
2031;18;6;27/06/2024;4550.24
2032;12;7;13/01/2024;3556.35
2033;23;7;26/10/2024;4524.58
2034;12;4;04/05/2024;866.01
2035;13;4;20/08/2024;3576.19
2036;25;4;07/09/2024;3672.79
2037;45;5;05/05/2024;2223.95
2038;19;5;22/08/2024;444.71
2039;46;8;17/05/2024;3131.1
2040;36;9;18/02/2024;306.81
2041;45;2;04/07/2024;1942.89
2042;8;7;23/07/2024;1998.67
2043;29;1;18/03/2024;4994.67
2044;32;1;12/07/2024;1534.02
2045;44;4;12/04/2024;4111.25
2046;18;10;14/04/2024;313.2
2047;6;7;13/10/2024;2672.34
2048;18;2;19/11/2024;2706.62
2049;19;2;29/07/2024;3162.31
2050;22;1;06/09/2024;4059.53
2051;37;10;19/10/2024;3821.52
2052;32;2;19/07/2024;3816.99
2053;41;7;24/01/2024;2189.85
2054;3;9;26/10/2024;3650.98
2055;28;6;23/03/2024;2482.01
2056;10;10;23/10/2024;381.41
2057;35;2;27/06/2024;4456.4
2058;29;10;24/10/2024;4456.31
2059;15;10;29/12/2024;1648.25
2060;33;9;24/07/2024;4573.82
2061;7;7;09/02/2024;3802.02
2062;12;1;30/10/2024;2033.97
2063;49;9;22/04/2024;1690.95
2064;30;2;05/12/2024;4876.96
2065;21;4;04/01/2024;3577.5
2066;31;9;17/04/2024;1925.11
2067;24;4;11/11/2024;3227.82
2068;20;3;23/04/2024;2879.05
2069;37;1;15/06/2024;2646.47
2070;4;7;17/09/2024;3241.27
2071;28;6;15/04/2024;2711.25
2072;44;10;11/08/2024;3291.21
2073;20;4;18/09/2024;4542.46
2074;24;6;07/09/2024;4966.66
2075;50;6;14/01/2024;3560.97
2076;49;4;16/07/2024;4642.71
2077;32;6;05/05/2024;4299.13
2078;41;10;24/07/2024;1510.44
2079;36;8;19/05/2024;4667.89
2080;34;3;02/03/2024;400.5
2081;36;4;09/10/2024;1683.11
2082;2;10;23/02/2024;3217.73
2083;15;1;11/12/2024;2658.23
2084;34;4;12/01/2024;2734.94
2085;36;10;15/05/2024;3984.7
2086;6;10;25/11/2024;1013.78
2087;39;9;23/05/2024;4911.27
2088;42;8;08/10/2024;2215.42
2089;12;4;15/05/2024;4751.72
2090;3;7;27/10/2024;1946.42
2091;45;10;08/08/2024;3028.84
2092;18;3;05/12/2024;2279.04
2093;40;9;27/07/2024;3395.88
2094;21;10;24/12/2024;958.94
2095;15;4;02/05/2024;2033.11
2096;33;2;25/04/2024;388.49
2097;35;10;05/06/2024;3010.6
2098;26;5;26/09/2024;4815.27
2099;8;2;17/01/2024;277.24
2100;36;10;25/09/2024;3315.17
2101;48;6;14/12/2024;3886.73
2102;30;10;06/08/2024;1104.89
2103;23;1;14/11/2024;1401.72
2104;42;6;25/08/2024;1047.83
2105;44;4;02/02/2024;1522.19
2106;14;3;11/10/2024;594.91
2107;14;2;06/02/2024;1883.22
2108;2;7;12/04/2024;1876.2
2109;37;9;29/07/2024;4045.97
2110;5;3;06/10/2024;4014.74
2111;38;6;21/05/2024;3993.78
2112;45;9;26/08/2024;2856.83
2113;41;2;16/08/2024;1663.11
2114;47;7;12/05/2024;2084.27
2115;14;5;04/05/2024;1622.83
2116;39;5;22/02/2024;2930.54
2117;25;7;28/03/2024;4693.0
2118;20;9;07/04/2024;1458.26
2119;2;4;04/04/2024;2321.32
2120;39;9;06/07/2024;3292.83
2121;6;10;12/09/2024;4231.24
2122;17;9;13/03/2024;1304.0
2123;25;4;27/12/2024;1437.44
2124;28;3;08/10/2024;4431.57
2125;2;2;18/01/2024;447.28
2126;35;9;12/06/2024;3046.97
2127;37;2;25/05/2024;4309.25
2128;5;6;09/11/2024;4612.63
2129;1;5;09/09/2024;112.8
2130;40;5;08/06/2024;1879.85
2131;12;4;14/12/2024;1323.46
2132;36;6;18/02/2024;2861.76
2133;45;5;24/06/2024;3182.67
2134;23;4;22/11/2024;4998.88
2135;47;9;05/03/2024;2588.17
2136;31;6;15/10/2024;2779.76
2137;11;10;19/02/2024;2100.85
2138;10;10;04/01/2024;781.0
2139;3;10;28/04/2024;1551.46
2140;14;3;05/12/2024;1272.58
2141;16;10;12/06/2024;4016.04
2142;10;6;10/08/2024;2751.79
2143;29;1;23/12/2024;1516.16
2144;10;5;04/06/2024;2471.01
2145;12;10;18/09/2024;1133.38
2146;30;6;21/06/2024;966.38
2147;41;8;23/01/2024;4306.71
2148;1;9;01/03/2024;4726.81
2149;5;3;21/12/2024;446.07
2150;20;2;16/11/2024;3836.17
2151;8;4;13/05/2024;2293.89
2152;43;8;24/01/2024;1975.41
2153;12;8;19/10/2024;3462.59
2154;1;3;14/02/2024;1367.96
2155;20;4;27/06/2024;151.88
2156;28;3;21/12/2024;1109.31
2157;43;10;23/12/2024;965.38
2158;37;2;03/03/2024;218.54
2159;47;4;29/01/2024;1640.51
2160;37;6;22/12/2024;2398.87
2161;12;5;30/12/2024;3692.35
2162;37;3;05/04/2024;1662.02
2163;49;2;22/09/2024;1012.97
2164;49;9;17/10/2024;1191.57
2165;44;1;24/02/2024;4461.33
2166;28;9;01/06/2024;1063.37
2167;47;1;06/08/2024;4402.24
2168;15;7;21/06/2024;2263.14
2169;6;6;05/04/2024;4675.28
2170;44;7;02/05/2024;2070.06
2171;20;3;12/01/2024;929.53
2172;50;3;04/01/2024;2767.7
2173;14;1;27/12/2024;2959.15
2174;2;4;11/12/2024;3195.67
2175;9;2;07/03/2024;2086.91
2176;37;10;24/05/2024;290.58
2177;20;8;05/03/2024;3152.26
2178;26;3;22/03/2024;4668.5
2179;29;7;14/04/2024;4789.92
2180;1;7;29/06/2024;3004.58
2181;35;9;05/12/2024;148.44
2182;6;6;14/04/2024;574.89
2183;37;1;13/08/2024;4178.25
2184;5;8;28/01/2024;4157.23
2185;33;1;16/01/2024;4732.78
2186;49;3;03/10/2024;2840.68
2187;14;5;28/11/2024;4325.89
2188;12;8;24/10/2024;4133.19
2189;42;9;23/02/2024;2967.63
2190;20;7;14/10/2024;3929.01
2191;50;9;23/04/2024;672.27
2192;24;3;07/02/2024;3214.05
2193;43;5;17/08/2024;4769.58
2194;34;10;14/06/2024;851.69
2195;25;8;30/06/2024;3733.01
2196;50;1;23/07/2024;1637.89
2197;29;8;31/12/2024;4094.66
2198;39;7;01/09/2024;3501.19
2199;31;1;24/12/2024;4634.56
2200;47;10;28/11/2024;3574.08
2201;43;10;04/11/2024;2081.04
2202;50;6;30/04/2024;103.92
2203;23;1;15/09/2024;3974.94
2204;44;2;28/07/2024;2071.9
2205;38;5;05/11/2024;3369.64
2206;20;2;22/10/2024;570.08
2207;23;10;12/07/2024;4460.29
2208;45;1;08/03/2024;2206.51
2209;16;6;23/04/2024;4602.47
2210;50;8;07/08/2024;3549.74
2211;42;8;07/08/2024;651.24
2212;8;8;05/08/2024;2917.02
2213;50;6;24/08/2024;4554.18
2214;21;3;24/10/2024;4009.85
2215;1;1;03/04/2024;2119.0
2216;8;2;09/09/2024;4777.57
2217;29;5;22/12/2024;1379.45
2218;32;10;02/08/2024;1906.78
2219;38;5;14/09/2024;3761.09
2220;5;10;12/12/2024;1202.88
2221;47;1;27/08/2024;2601.1
2222;22;1;10/11/2024;3657.51
2223;47;9;01/08/2024;3237.64
2224;34;2;07/04/2024;819.08
2225;1;7;16/01/2024;3166.82
2226;26;10;02/06/2024;2884.92
2227;43;4;16/01/2024;2811.33
2228;10;7;16/07/2024;4138.93
2229;30;8;17/04/2024;960.29
2230;50;5;23/01/2024;3770.25
2231;18;1;11/02/2024;3816.58
2232;17;4;06/02/2024;3627.09
2233;26;10;23/11/2024;2554.54
2234;8;3;13/06/2024;2007.92
2235;47;10;25/04/2024;2003.65
2236;40;5;29/05/2024;3682.35
2237;49;10;06/01/2024;2514.59
2238;12;10;01/02/2024;1725.25
2239;27;6;24/05/2024;3146.07
2240;8;2;20/10/2024;4193.21
2241;25;7;19/10/2024;354.47
2242;46;3;25/06/2024;4862.08
2243;4;1;25/06/2024;528.43
2244;33;10;01/03/2024;2583.1
2245;1;3;17/03/2024;2823.04
2246;19;9;26/03/2024;734.14
2247;31;10;09/07/2024;4582.19
2248;16;6;07/01/2024;2383.76
2249;14;6;25/03/2024;758.45
2250;48;4;18/09/2024;3572.48
2251;5;8;15/09/2024;3333.85
2252;41;5;16/02/2024;4816.18
2253;26;7;06/12/2024;2235.51
2254;28;9;03/04/2024;1375.59
2255;2;5;11/08/2024;346.97
2256;50;5;05/10/2024;3678.95
2257;6;4;03/01/2024;3105.52
2258;9;6;08/05/2024;4864.42
2259;33;2;18/11/2024;3575.22
2260;41;3;05/09/2024;4669.15
2261;25;1;16/08/2024;4958.32
2262;48;2;22/11/2024;2170.73
2263;13;2;10/05/2024;793.96
2264;9;8;15/08/2024;1019.46
2265;13;8;25/06/2024;1625.96
2266;31;2;18/11/2024;2569.03
2267;41;6;06/11/2024;655.98
2268;11;5;31/01/2024;1543.5
2269;4;3;06/03/2024;1573.58
2270;34;5;24/07/2024;70.22
2271;38;5;10/04/2024;1803.14
2272;46;5;15/11/2024;624.95
2273;4;3;31/01/2024;2177.07
2274;38;3;09/07/2024;1022.86
2275;19;4;06/03/2024;4119.47
2276;6;7;29/10/2024;448.6
2277;34;2;22/08/2024;4335.02
2278;18;10;04/10/2024;2923.61
2279;13;4;20/07/2024;2320.27
2280;41;4;15/12/2024;2771.22
2281;23;1;12/08/2024;1911.74
2282;19;10;23/03/2024;681.68
2283;45;8;15/02/2024;3841.11
2284;11;1;29/03/2024;4643.16
2285;1;8;04/07/2024;4752.83
2286;24;7;07/07/2024;3370.02
2287;7;9;02/09/2024;2081.22
2288;25;8;15/02/2024;2417.88
2289;21;5;13/09/2024;3301.98
2290;15;8;17/12/2024;4124.21
2291;1;10;01/03/2024;1904.11
2292;12;3;14/04/2024;4588.07
2293;7;10;02/12/2024;1655.15
2294;15;7;14/01/2024;2677.76
2295;21;4;27/10/2024;4808.74
2296;19;5;17/03/2024;4694.08
2297;29;9;17/08/2024;3493.94
2298;25;7;15/06/2024;1656.57
2299;33;4;06/03/2024;1134.22
2300;49;6;01/02/2024;446.71
2301;32;10;05/04/2024;3557.84
2302;49;7;27/02/2024;2542.08
2303;35;10;13/04/2024;2882.82
2304;44;9;07/11/2024;2388.34
2305;38;4;13/05/2024;2440.58
2306;26;10;04/08/2024;2877.8
2307;11;3;07/03/2024;4575.6
2308;35;8;26/06/2024;195.36
2309;8;1;03/09/2024;4018.1
2310;46;9;20/10/2024;1983.06
2311;14;1;22/08/2024;3737.38
2312;10;2;10/05/2024;4745.21
2313;2;8;21/04/2024;1566.12
2314;46;9;23/02/2024;493.3
2315;9;7;16/10/2024;1199.88
2316;3;3;26/08/2024;1149.36
2317;21;7;27/08/2024;3722.15
2318;26;6;21/10/2024;356.2
2319;8;2;21/04/2024;302.12
2320;48;3;28/03/2024;3483.36
2321;2;10;15/08/2024;2805.76
2322;6;10;30/10/2024;2117.95
2323;28;5;31/10/2024;2898.07
2324;29;10;16/10/2024;3689.48
2325;26;4;26/07/2024;562.18
2326;25;2;21/12/2024;2788.77
2327;12;4;30/09/2024;4130.86
2328;5;8;10/03/2024;1844.02
2329;34;5;07/08/2024;3826.94
2330;48;5;18/08/2024;4234.83
2331;37;10;16/10/2024;4113.6
2332;15;3;02/11/2024;3269.26
2333;44;8;26/12/2024;3600.86
2334;36;6;14/12/2024;3948.99
2335;15;2;11/09/2024;3681.86
2336;43;2;21/05/2024;2285.82
2337;48;9;09/03/2024;837.65
2338;23;7;29/03/2024;1583.17
2339;6;10;24/12/2024;1075.87
2340;46;9;15/05/2024;1839.15
2341;50;6;22/05/2024;2472.19
2342;44;5;04/12/2024;4797.28
2343;43;1;05/07/2024;4799.34
2344;45;6;11/01/2024;3859.46
2345;21;6;27/05/2024;4901.69
2346;23;3;18/10/2024;4990.18
2347;43;3;03/12/2024;4432.02
2348;16;3;07/02/2024;443.54
2349;47;3;10/12/2024;2158.92
2350;15;7;26/07/2024;2693.89
2351;25;10;28/07/2024;664.21
2352;36;2;01/01/2024;4052.72
2353;11;10;25/12/2024;785.98
2354;15;10;05/03/2024;1947.48
2355;4;2;01/01/2024;391.12
2356;21;3;30/08/2024;2646.74
2357;13;10;11/11/2024;3005.36
2358;22;7;25/01/2024;3689.13
2359;19;3;12/12/2024;1730.33
2360;34;7;19/02/2024;2973.13
2361;14;9;13/12/2024;3684.03
2362;4;10;28/08/2024;3822.07
2363;48;4;01/02/2024;1543.13
2364;46;7;02/02/2024;385.13
2365;27;9;18/07/2024;236.22
2366;29;8;21/08/2024;3851.9
2367;47;8;26/01/2024;1957.92
2368;28;9;11/02/2024;713.02
2369;35;5;01/03/2024;963.22
2370;8;5;10/02/2024;3842.44
2371;16;3;09/05/2024;3014.56
2372;42;5;20/12/2024;2531.95
2373;36;8;19/12/2024;3133.89
2374;30;5;16/07/2024;730.62
2375;18;4;13/10/2024;1629.26
2376;2;8;30/05/2024;1901.61
2377;49;7;22/07/2024;1606.76
2378;13;6;30/06/2024;4328.86
2379;4;5;25/07/2024;2928.03
2380;26;5;26/05/2024;3660.14
2381;25;10;22/07/2024;1221.7
2382;30;2;17/02/2024;1357.17
2383;11;4;14/09/2024;1165.41
2384;7;8;18/05/2024;3455.5
2385;31;8;20/06/2024;1777.75
2386;44;1;10/04/2024;2055.17
2387;10;2;05/07/2024;3560.15
2388;39;5;10/11/2024;4860.4
2389;13;9;20/10/2024;851.28
2390;31;10;28/12/2024;360.25
2391;7;7;21/01/2024;1014.49
2392;49;10;24/10/2024;3688.06
2393;42;5;10/01/2024;1013.41
2394;42;1;05/07/2024;2942.54
2395;36;6;12/05/2024;2972.07
2396;20;8;02/02/2024;1507.39
2397;4;7;09/03/2024;390.2
2398;7;2;20/03/2024;2026.04
2399;1;5;09/07/2024;974.59
2400;44;4;10/04/2024;963.14
2401;45;9;11/10/2024;2636.81
2402;42;10;08/08/2024;3381.95
2403;47;1;22/02/2024;423.3
2404;13;6;08/06/2024;2912.69
2405;22;3;11/02/2024;1268.7
2406;21;9;16/02/2024;3382.83
2407;22;5;07/06/2024;4060.57
2408;28;6;02/07/2024;4044.72
2409;9;9;02/09/2024;1880.81
2410;26;9;11/01/2024;2857.98
2411;9;8;02/06/2024;3978.79
2412;15;9;07/08/2024;351.01
2413;10;4;03/06/2024;3047.84
2414;24;6;04/12/2024;4190.78
2415;42;5;30/12/2024;1893.17
2416;8;5;09/10/2024;2304.27
2417;24;4;05/07/2024;3508.7
2418;16;2;02/03/2024;386.03
2419;49;6;27/05/2024;1958.9
2420;26;9;23/05/2024;1513.77
2421;27;1;12/04/2024;134.12
2422;37;7;26/10/2024;1020.06
2423;4;6;02/04/2024;2009.62
2424;50;3;12/10/2024;1027.27
2425;24;1;28/04/2024;3031.87
2426;19;4;29/01/2024;2270.83
2427;36;9;30/01/2024;245.43
2428;39;2;25/12/2024;1411.45
2429;10;3;31/12/2024;146.41
2430;25;2;14/10/2024;1822.77
2431;18;2;17/05/2024;1332.59
2432;19;10;20/02/2024;3456.52
2433;36;8;18/10/2024;1571.66
2434;10;3;21/08/2024;1907.04
2435;33;7;24/02/2024;3640.4
2436;50;8;18/10/2024;2430.54
2437;5;3;27/08/2024;2804.45
2438;47;2;07/11/2024;4214.67
2439;49;8;05/02/2024;1074.1
2440;35;3;29/03/2024;4946.47
2441;44;7;30/07/2024;4505.52
2442;34;1;13/11/2024;1468.44
2443;33;6;30/12/2024;4470.05
2444;21;9;01/09/2024;3782.08
2445;17;3;27/03/2024;4657.24
2446;22;7;27/08/2024;3471.12
2447;48;6;15/11/2024;3388.66
2448;37;8;06/07/2024;67.15
2449;15;3;26/02/2024;2399.33
2450;35;3;22/04/2024;1041.33
2451;28;4;10/08/2024;1654.2
2452;7;3;10/03/2024;4895.14
2453;32;9;14/08/2024;473.23
2454;11;4;12/09/2024;3626.31
2455;10;6;28/06/2024;906.08
2456;9;8;02/07/2024;86.64
2457;14;8;09/07/2024;2532.02
2458;13;5;19/08/2024;848.02
2459;25;5;02/10/2024;4829.06
2460;2;6;20/08/2024;1058.3
2461;35;10;23/02/2024;1000.57
2462;7;7;13/09/2024;209.23
2463;21;10;30/03/2024;1682.61
2464;18;7;13/08/2024;169.35
2465;3;4;03/09/2024;2519.49
2466;42;6;30/05/2024;2552.77
2467;39;7;22/04/2024;313.55
2468;41;5;25/09/2024;1238.31
2469;49;5;05/06/2024;4168.93
2470;11;2;31/12/2024;2339.6
2471;39;7;12/12/2024;2201.32
2472;24;6;16/12/2024;3508.95
2473;46;1;25/10/2024;3588.67
2474;19;4;07/06/2024;3821.71
2475;4;3;25/11/2024;4160.89
2476;26;3;12/08/2024;1199.64
2477;38;7;14/01/2024;378.58
2478;42;10;20/12/2024;1932.31
2479;32;4;18/04/2024;4282.73
2480;39;8;05/04/2024;436.24
2481;45;9;13/07/2024;2900.97
2482;46;3;27/02/2024;3520.36
2483;36;5;17/12/2024;2432.97
2484;40;4;20/10/2024;1313.12
2485;37;10;02/06/2024;1665.23
2486;33;6;04/03/2024;404.68
2487;36;10;06/06/2024;1498.29
2488;3;4;21/09/2024;269.67
2489;9;8;30/04/2024;3645.31
2490;8;3;14/10/2024;4495.08
2491;33;5;11/01/2024;3185.89
2492;6;1;01/08/2024;3300.68
2493;41;6;10/06/2024;2387.1
2494;39;5;14/04/2024;822.38
2495;4;8;26/05/2024;88.24
2496;13;9;30/06/2024;1752.68
2497;49;8;03/12/2024;3769.87
2498;2;8;06/02/2024;4804.14
2499;5;3;22/03/2024;2183.87
2500;44;4;12/01/2024;1858.69
2501;27;4;04/01/2024;2257.49
2502;32;5;12/02/2024;2167.49
